Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
                0.00    0.00       4/101393340     void std::__sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [4]
                0.00    0.00       4/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__miter_base<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [102]
                0.00    0.00       6/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::move_backward<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [92]
                0.00    0.00       6/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__copy_move_backward_a<true, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [95]
                0.00    0.00       6/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__niter_base<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [100]
                0.00    0.00       6/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__copy_move_backward_a1<true, common::Point, common::Point&, common::Point*, common::Point>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [96]
                0.00    0.00      47/101393340     void std::__insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [91]
                0.00    0.00  103905/101393340     std::operator-(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, long) [70]
                0.00    0.00  415620/101393340     void std::__introsort_loop<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, long, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, long, __gnu_cxx::__ops::_Iter_less_iter) [5]
                0.00    0.00  415620/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__unguarded_partition_pivot<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [6]
                0.00    0.00  734388/101393340     void std::__move_median_to_first<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [68]
                0.00    0.00  999985/101393340     void std::__unguarded_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [20]
                0.00    0.00 1000000/101393340     std::reverse_iterator<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >::operator*() const [62]
                0.00    0.00 1000001/101393340     std::deque<common::Point, std::allocator<common::Point> >::rend() [65]
                0.00    0.00 1000002/101393340     std::reverse_iterator<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >::reverse_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [69]
                0.00    0.00 1999964/101393340     std::deque<common::Point, std::allocator<common::Point> >::_M_erase(std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [16]
                0.00    0.00 2000002/101393340     std::reverse_iterator<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >::base() const [64]
                0.00    0.00 2311684/101393340     std::operator+(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, long) [27]
                0.01    0.00 3999999/101393340     std::deque<common::Point, std::allocator<common::Point> >::insert(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, common::Point const&) [35]
                0.01    0.00 4696000/101393340     void std::__unguarded_linear_insert<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter) [21]
                0.01    0.00 5999916/101393340     std::deque<common::Point, std::allocator<common::Point> >::begin() [49]
                0.02    0.00 10999911/101393340     std::deque<common::Point, std::allocator<common::Point> >::end() [37]
                0.02    0.00 15999839/101393340     std::deque<common::Point, std::allocator<common::Point> > common::compute_convex_hull<std::deque<common::Point, std::allocator<common::Point> > >(std::deque<common::Point, std::allocator<common::Point> >) [2]
                0.07    0.00 47716407/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__unguarded_partition<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [7]
[12]    15.7    0.14    0.00 101393340         std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [12]
-----------------------------------------------
                0.02    0.10 1999964/1999964     std::deque<common::Point, std::allocator<common::Point> > common::compute_convex_hull<std::deque<common::Point, std::allocator<common::Point> > >(std::deque<common::Point, std::allocator<common::Point> >) [2]
[13]    13.0    0.02    0.10 1999964         std::deque<common::Point, std::allocator<common::Point> >::erase(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>) [13]
                0.01    0.07 1999964/1999964     std::deque<common::Point, std::allocator<common::Point> >::_M_erase(std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [16]
                0.00    0.01 1999964/1999964     std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>::_M_const_cast() const [41]
-----------------------------------------------
                0.02    0.06 7999917/7999917     std::deque<common::Point, std::allocator<common::Point> > common::compute_convex_hull<std::deque<common::Point, std::allocator<common::Point> > >(std::deque<common::Point, std::allocator<common::Point> >) [2]
[14]     9.3    0.02    0.06 7999917         void std::__advance<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, long>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>&, long, std::random_access_iterator_tag) [14]
                0.03    0.03 7999917/10415508     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator+=(long) [15]
-----------------------------------------------
                0.00    0.00  103907/10415508     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator-=(long) [71]
                0.01    0.01 2311684/10415508     std::operator+(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, long) [27]
                0.03    0.03 7999917/10415508     void std::__advance<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, long>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>&, long, std::random_access_iterator_tag) [14]
[15]     9.2    0.04    0.04 10415508         std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator+=(long) [15]
                0.02    0.02 15042114/29345765     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_S_buffer_size() [18]
                0.00    0.01 2557064/3870777     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_M_set_node(common::Point**) [48]
-----------------------------------------------
                0.01    0.07 1999964/1999964     std::deque<common::Point, std::allocator<common::Point> >::erase(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>) [13]
[16]     9.1    0.01    0.07 1999964         std::deque<common::Point, std::allocator<common::Point> >::_M_erase(std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [16]
                0.01    0.02 1999964/2311684     std::operator+(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, long) [27]
                0.01    0.01 1999964/1999964     std::deque<common::Point, std::allocator<common::Point> >::pop_back() [36]
                0.00    0.01 1999964/4121246     std::deque<common::Point, std::allocator<common::Point> >::size() const [43]
                0.00    0.00 1999964/8432910     std::operator-(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [29]
                0.00    0.01 3999928/5999916     std::deque<common::Point, std::allocator<common::Point> >::begin() [49]
                0.00    0.00 1999964/10999911     std::deque<common::Point, std::allocator<common::Point> >::end() [37]
                0.00    0.00 1999964/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [12]
                0.00    0.00 1999964/3999967     std::operator!=(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [57]
                0.00    0.00 1999964/15163982     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator++() [51]
-----------------------------------------------
                0.00    0.00      15/20192383     void std::__insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [91]
                0.00    0.00  263289/20192383     void std::__move_median_to_first<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [68]
                0.03    0.05 19929079/20192383     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__unguarded_partition<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [7]
[17]     8.9    0.03    0.05 20192383         bool __gnu_cxx::__ops::_Iter_less_iter::operator()<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>) const [17]
                0.04    0.00 20192383/23888386     common::Point::operator<(common::Point const&) const [22]
                0.01    0.00 40384766/71434849     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator*() const [33]
-----------------------------------------------
                0.00    0.00 1999964/29345765     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(common::Point*, common::Point**) [42]
                0.00    0.00 3870777/29345765     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_M_set_node(common::Point**) [48]
                0.01    0.01 8432910/29345765     std::operator-(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [29]
                0.02    0.02 15042114/29345765     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator+=(long) [15]
[18]     7.8    0.04    0.03 29345765         std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_S_buffer_size() [18]
                0.03    0.00 29345765/29682128     std::__deque_buf_size(unsigned long) [24]
-----------------------------------------------
                0.00    0.05       1/1           void std::__sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [4]
[19]     5.6    0.00    0.05       1         void std::__final_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [19]
                0.00    0.05       1/1           void std::__unguarded_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [20]
                0.00    0.00       1/1           void std::__insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [91]
                0.00    0.00       2/2311684     std::operator+(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, long) [27]
                0.00    0.00       1/8432910     std::operator-(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [29]
                0.00    0.00       2/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [12]
-----------------------------------------------
                0.00    0.05       1/1           void std::__final_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [19]
[20]     5.6    0.00    0.05       1         void std::__unguarded_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [20]
                0.02    0.03  999984/999997      void std::__unguarded_linear_insert<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter) [21]
                0.00    0.00  999985/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [12]
                0.00    0.00  999985/3999967     std::operator!=(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [57]
                0.00    0.00  999984/15163982     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator++() [51]
                0.00    0.00  999984/999997      __gnu_cxx::__ops::__val_comp_iter(__gnu_cxx::__ops::_Iter_less_iter) [138]
-----------------------------------------------
                0.00    0.00      13/999997      void std::__insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [91]
                0.02    0.03  999984/999997      void std::__unguarded_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [20]
[21]     5.3    0.02    0.03  999997         void std::__unguarded_linear_insert<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter) [21]
                0.00    0.01 3696003/3696003     bool __gnu_cxx::__ops::_Val_less_iter::operator()<common::Point, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(common::Point&, std::_Deque_iterator<common::Point, common::Point&, common::Point*>) const [50]
                0.01    0.00 4696000/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [12]
                0.01    0.00 3696003/18357157     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator--() [26]
                0.00    0.00 4696000/16639236     std::remove_reference<common::Point&>::type&& std::move<common::Point&>(common::Point&) [38]
                0.00    0.00 7392006/71434849     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator*() const [33]
-----------------------------------------------
                0.01    0.00 3696003/23888386     bool __gnu_cxx::__ops::_Val_less_iter::operator()<common::Point, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(common::Point&, std::_Deque_iterator<common::Point, common::Point&, common::Point*>) const [50]
                0.04    0.00 20192383/23888386     bool __gnu_cxx::__ops::_Iter_less_iter::operator()<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>) const [17]
[22]     5.1    0.04    0.00 23888386         common::Point::operator<(common::Point const&) const [22]
-----------------------------------------------
                0.00    0.04       1/1           main [1]
[23]     5.0    0.00    0.04       1         double common::compute_area<std::deque<common::Point, std::allocator<common::Point> > >(std::deque<common::Point, std::allocator<common::Point> > const&) [23]
                0.03    0.00      36/37          std::deque<common::Point, std::allocator<common::Point> >::end() const [30]
                0.00    0.01       2/2           std::reverse_iterator<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*> >::operator->() const [39]
                0.00    0.00       3/4           std::deque<common::Point, std::allocator<common::Point> >::begin() const [99]
                0.00    0.00       2/2           std::deque<common::Point, std::allocator<common::Point> >::rbegin() const [103]
                0.00    0.00       1/1           void std::__advance<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, long>(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>&, long, std::random_access_iterator_tag) [105]
                0.00    0.00       1/4121246     std::deque<common::Point, std::allocator<common::Point> >::size() const [43]
                0.00    0.00      70/1000070     std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>::operator++() [86]
                0.00    0.00     142/144         std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>::operator->() const [149]
                0.00    0.00      36/1000037     std::operator!=(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*> const&, std::_Deque_iterator<common::Point, common::Point const&, common::Point const*> const&) [133]
                0.00    0.00       2/14          std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*> const&) [158]
                0.00    0.00       1/1           std::abs(double) [186]
-----------------------------------------------
                0.00    0.00       8/29682128     std::_Deque_base<common::Point, std::allocator<common::Point> >::_M_initialize_map(unsigned long) [82]
                0.00    0.00   31257/29682128     std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>::_S_buffer_size() [83]
                0.00    0.00  152549/29682128     std::_Deque_base<common::Point, std::allocator<common::Point> >::_M_deallocate_node(common::Point*) [79]
                0.00    0.00  152549/29682128     std::_Deque_base<common::Point, std::allocator<common::Point> >::_M_allocate_node() [78]
                0.03    0.00 29345765/29682128     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_S_buffer_size() [18]
[24]     3.9    0.03    0.00 29682128         std::__deque_buf_size(unsigned long) [24]
-----------------------------------------------
                0.00    0.03       1/1           main [1]
[25]     3.5    0.00    0.03       1         std::deque<common::Point, std::allocator<common::Point> >::deque(std::deque<common::Point, std::allocator<common::Point> > const&) [25]
                0.03    0.00       1/1           std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__uninitialized_copy_a<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, common::Point>(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::allocator<common::Point>&) [28]
                0.00    0.00       1/37          std::deque<common::Point, std::allocator<common::Point> >::end() const [30]
                0.00    0.00       1/1           std::_Deque_base<common::Point, std::allocator<common::Point> >::_Deque_base(std::allocator<common::Point> const&, unsigned long) [90]
                0.00    0.00       1/4121246     std::deque<common::Point, std::allocator<common::Point> >::size() const [43]
                0.00    0.00       1/1999970     std::_Deque_base<common::Point, std::allocator<common::Point> >::_M_get_Tp_allocator() [58]
                0.00    0.00       1/4           std::deque<common::Point, std::allocator<common::Point> >::begin() const [99]
                0.00    0.00       1/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [12]
                0.00    0.00       1/121330      std::_Deque_base<common::Point, std::allocator<common::Point> >::_M_get_Tp_allocator() const [141]
                0.00    0.00       1/5           std::__new_allocator<common::Point>::~__new_allocator() [167]
-----------------------------------------------
                0.00    0.00 1000000/18357157     std::reverse_iterator<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >::operator*() const [62]
                0.00    0.00 1000000/18357157     std::deque<common::Point, std::allocator<common::Point> >::back() [63]
                0.00    0.00 1000000/18357157     std::reverse_iterator<std::_Deque_iterator<common::Point, common::Point&, common::Point*> >::operator++() [45]
                0.00    0.00 1999999/18357157     std::deque<common::Point, std::allocator<common::Point> >::insert(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, common::Point const&) [35]
                0.01    0.00 3696003/18357157     void std::__unguarded_linear_insert<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Val_less_iter) [21]
                0.02    0.00 9661155/18357157     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__unguarded_partition<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [7]
[26]     3.5    0.03    0.00 18357157         std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator--() [26]
                0.00    0.00  601017/3870777     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_M_set_node(common::Point**) [48]
-----------------------------------------------
                0.00    0.00       2/2311684     void std::__final_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [19]
                0.00    0.00       3/2311684     void std::__insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [91]
                0.00    0.00  311715/2311684     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__unguarded_partition_pivot<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [6]
                0.01    0.02 1999964/2311684     std::deque<common::Point, std::allocator<common::Point> >::_M_erase(std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [16]
[27]     3.5    0.01    0.02 2311684         std::operator+(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&, long) [27]
                0.01    0.01 2311684/10415508     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::operator+=(long) [15]
                0.00    0.00 2311684/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [12]
-----------------------------------------------
                0.03    0.00       1/1           std::deque<common::Point, std::allocator<common::Point> >::deque(std::deque<common::Point, std::allocator<common::Point> > const&) [25]
[28]     3.5    0.03    0.00       1         std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__uninitialized_copy_a<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, common::Point>(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::allocator<common::Point>&) [28]
                0.00    0.00       1/1           std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::uninitialized_copy<std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*> >(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>) [72]
                0.00    0.00       1/101393340     std::_Deque_iterator<common::Point, common::Point&, common::Point*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point&, common::Point*> const&) [12]
                0.00    0.00       2/14          std::_Deque_iterator<common::Point, common::Point const&, common::Point const*>::_Deque_iterator(std::_Deque_iterator<common::Point, common::Point const&, common::Point const*> const&) [158]
-----------------------------------------------
                0.00    0.00       1/8432910     void std::__sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [4]
                0.00    0.00       1/8432910     void std::__final_insertion_sort<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [19]
                0.00    0.00  103905/8432910     std::_Deque_iterator<common::Point, common::Point&, common::Point*> std::__unguarded_partition_pivot<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, __gnu_cxx::__ops::_Iter_less_iter) [6]
                0.00    0.00  207811/8432910     void std::__introsort_loop<std::_Deque_iterator<common::Point, common::Point&, common::Point*>, long, __gnu_cxx::__ops::_Iter_less_iter>(std::_Deque_iterator<common::Point, common::Point&, common::Point*>, std::_Deque_iterator<common::Point, common::Point&, common::Point*>, long, __gnu_cxx::__ops::_Iter_less_iter) [5]
